ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
18696,PPOL,7600,100,Independent Study,"3","Andrew Pennock","Tu 12:00AM - 1:00AM","Contact Department","Thesis Project","",Closed,12,12,0
18724,PPOL,7600,200,Independent Study,"3","Raymond Scheppach","Th 12:00AM - 1:00AM","Contact Department","Thesis Project","",Open,11,12,0
18732,PPOL,7600,300,Independent Study,"3","Jeanine Braithwaite","Th 12:00AM - 1:00AM","Contact Department","Thesis Project","",Closed,12,12,0
18746,PPOL,7600,400,Independent Study,"3","Leora Friedberg","Th 12:00AM - 1:00AM","Contact Department","Thesis Project","",Closed,12,12,0
18767,PPOL,7600,500,Independent Study,"3","James Wyckoff","TBA","Contact Department","Thesis Project","",Closed,12,12,0
18768,PPOL,7600,600,Independent Study,"3","D Tello-Trillo","TBA","Contact Department","Thesis Project","",Closed,12,12,0
18697,PPOL,7610,100,Seminar,"3","Andrew Pennock","Fr 9:00AM - 11:30AM","Monroe Hall 122","Applied Policy Project","",Closed,12,12,0
18713,PPOL,7610,200,Seminar,"3","Raymond Scheppach","We 4:00PM - 6:30PM","Monroe Hall 134","Applied Policy Project","",Open,11,12,0
18733,PPOL,7610,300,Seminar,"3","Jeanine Braithwaite","Tu 4:00PM - 6:30PM","Contact Department","Applied Policy Project","",Closed,12,12,0
18747,PPOL,7610,400,Seminar,"3","Leora Friedberg","Mo 3:30PM - 6:00PM","Monroe Hall 134","Applied Policy Project","",Closed,12,12,0
18769,PPOL,7610,500,Seminar,"3","James Wyckoff","Th 3:30PM - 6:00PM","Contact Department","Applied Policy Project","",Closed,12,12,0
18770,PPOL,7610,600,Seminar,"3","D Tello-Trillo","Th 9:00AM - 11:30AM","Contact Department","Applied Policy Project","",Closed,12,12,0
22034,PPOL,7993,100,Independent Study,"1 - 6","Gerald Warburg","TBA","TBA","Independent Study","",Closed,2,2,0
22035,PPOL,7993,200,Independent Study,"1 - 6","Daphna Bassok","TBA","TBA","Independent Study","",Closed,1,1,0
22160,PPOL,7993,300,Independent Study,"1 - 6","Craig Volden","TBA","TBA","Independent Study","",Closed,1,1,0
22384,PPOL,7993,400,Independent Study,"1 - 6","Allan Stam","TBA","TBA","Independent Study","",Closed,1,1,0
20074,PPOL,8680,100,Lecture,"3","Sarah Turner","MoWe 2:00PM - 3:15PM","Ruffner Hall 175","Economics of Higher Education Policy","",Open,7,10,0
20698,PSHM,4050,101,Lecture,"2","Rashida Biggs","We 12:00AM - 12:01AM","Web-Based Course-No class mtgs","Understanding Diversity in Health Care","",Open,15,25,0
20408,PSHM,4300,101,Lecture,"3","Rashida Biggs","Tu 7:00PM - 9:30PM","Web-Based Course-No class mtgs","Introduction to Population Health: Programs, Policy & Epidemiology","",Open,24,45,0
20410,PSHM,4400,101,Lecture,"3","Ana Abad-Jorge","Tu 7:00PM - 9:45PM","Web-Based Course-No class mtgs","Introduction to Research in the Health Sciences","",Open,11,25,0
20697,PSHM,4950,101,Lecture,"2","Maria Kronenburg","We 7:00PM - 9:30PM","Web-Based Course-No class mtgs","Capstone II: Health Sciences Management Project Implementation","",Open,5,25,0
20619,PSHM,5300,501,Lecture,"3","Rashida Biggs","Tu 7:00PM - 9:30PM","Web-Based Course-No class mtgs","Population Health: Programs, Policy, and Epidemiology","",Open,10,25,0
20423,PSMT,6020,701,Lecture,"3","John Duffy","Th 7:00PM - 10:00PM","Web-Based Course-No class mtgs","Strategic Database Marketing","",Open,5,24,0
20424,PSMT,6070,701,Lecture,"3","Sachin Anand","We 7:00PM - 10:00PM","Web-Based Course-No class mtgs","Social and New Media eMarketing","",Open,3,24,0
20425,PSPA,5020,701,Lecture,"3","Celeste Greene","We 2:04AM - 2:05AM","Web-Based Course-No class mtgs","Public Organization Management","",Open,7,24,0
20427,PSPA,5030,701,Lecture,"3","John Dunning","Mo 2:06AM - 2:07AM","Web-Based Course-No class mtgs","Public Budgeting and Financial Management","",Open,9,24,0
20429,PSPM,5030,701,Lecture,"3","Edward Kropp","We 4:21AM - 4:22AM","Web-Based Course-No class mtgs","Introduction to Project Management","",Open,22,24,0
20430,PSPM,5210,701,Lecture,"3","Michael Powers","We 4:23AM - 4:24AM","Web-Based Course-No class mtgs","Project Risk Management","",Open,23,24,0
20431,PSPM,5280,701,Lecture,"3","William Yates","We 4:25AM - 4:26AM","Web-Based Course-No class mtgs","Topics in Project Management","",Open,5,24,0
20432,PSPM,5290,701,Lecture,"3","Susan Parente","We 4:27AM - 4:28AM","Web-Based Course-No class mtgs","Principles and Practices of Agile Project Management","",Open,13,24,0
11349,PST,4870,001,Seminar,"3","Michael Smith","Tu 3:30PM - 6:00PM","Nau Hall 242","Core Seminar in Political and Social Thought II","",Open,23,25,0
11826,PST,4989,001,Seminar,"2","Michael Smith","Th 4:30PM - 6:00PM","Nau Hall 242","Workshop in Thesis Research","",Open,23,25,0
11828,PST,4993,001,Independent Study,"3","Michael Smith","TBA","TBA","Independent Study in Poltical & Social Thought","",Open,2,25,0
11827,PST,4999,001,Seminar,"6","Michael Smith","TBA","TBA","Thesis in Political and Social Thought","",Open,23,25,0
11350,PSYC,1010,001,Lecture,"3","Christopher Mazurek","MoWe 2:00PM - 3:15PM","Gilmer Hall 130","Introductory Psychology","",Open,226,350,0
20613,PSYC,2200,001,Lecture,"3","Peter Brunjes","MoWeFr 10:00AM - 10:50AM","Gilmer Hall 130","A Survey of the Neural Basis of Behavior","",Open,244,350,0
13934,PSYC,2400,001,Lecture,"3","Francis McFarland","TuTh 5:00PM - 6:15PM","Gilmer Hall 130","Introduction to Personality Psychology","",Open,147,350,0
20614,PSYC,2559,001,Lecture,"3","Per Sederberg","TuTh 11:00AM - 12:15PM","Gilmer Hall 190","New Course in Psychology","Mechanisms of Human Memory",Open,146,150,0
11352,PSYC,2600,001,Lecture,"3","Timothy Wilson","TuTh 5:00PM - 6:15PM","Chemistry Bldg 402","Introduction to Social Psychology","",Open,470,495,0
14489,PSYC,2600,002,Lecture,"3","Christopher Mazurek","TuTh 9:30AM - 10:45AM","Gilmer Hall 130","Introduction to Social Psychology","",Open,347,350,0
11603,PSYC,2601,101,Discussion,"1","Adi Shaked","Mo 6:00PM - 6:50PM","Gilmer Hall 225","Introduction to Social Psychology Discussion","",Open,15,19,0
11604,PSYC,2601,102,Discussion,"1","Jeremy Eberle","Tu 7:00PM - 7:50PM","Gilmer Hall 225","Introduction to Social Psychology Discussion","",Open,17,19,0
11605,PSYC,2601,103,Discussion,"1","Nazli Yucel","We 9:00AM - 9:50AM","Gilmer Hall 225","Introduction to Social Psychology Discussion","",Open,15,19,0
11606,PSYC,2601,104,Discussion,"1","Charles Ebersole","Th 8:00AM - 8:50AM","Gilmer Hall 240","Introduction to Social Psychology Discussion","",Open,12,19,0
22060,PSYC,2601,105,Discussion,"1","Remy Furrer","Mo 7:00PM - 7:50PM","Gilmer Hall 225","Introduction to Social Psychology Discussion","",Open,16,19,0
22061,PSYC,2601,106,Discussion,"1","Diane-Jo Bart-Plange","We 10:00AM - 10:50AM","Gilmer Hall 240","Introduction to Social Psychology Discussion","",Open,14,19,0
11351,PSYC,2700,100,Lecture,"3","Tobias Grossmann","TuTh 11:00AM - 12:15PM","Gilmer Hall 130","Introduction to Child Psychology","",Closed,349,350,0
19805,PSYC,2900,001,Seminar,"1","Karen Schmidt","We 8:00AM - 8:50AM","Gilmer Hall 225","Teaching Methods for Undergrad Teaching Assistants","",Open,9,12,0
11353,PSYC,3005,100,Lecture,"4","Frederick Smyth","MoWeFr 2:00PM - 2:50PM","Minor Hall 125","Research Methods and Data Analysis I","",Open,192,198,0
11360,PSYC,3005,101,Laboratory,"0","Meret Hofer","Mo 9:00AM - 10:50AM","Shannon House 111","Research Methods and Data Analysis I","",Closed,18,18,0
11361,PSYC,3005,102,Laboratory,"0","Jesse Grabman","Th 5:00PM - 6:50PM","Shannon House 111","Research Methods and Data Analysis I","",Open,17,18,0
11362,PSYC,3005,103,Laboratory,"0","Sean Womack","Tu 3:00PM - 4:50PM","Shannon House 111","Research Methods and Data Analysis I","",Closed,18,18,0
11363,PSYC,3005,104,Laboratory,"0","Sean Womack","Tu 5:00PM - 6:50PM","Shannon House 111","Research Methods and Data Analysis I","",Closed,18,18,0
11359,PSYC,3005,105,Laboratory,"0","Jesse Grabman","We 7:00PM - 8:50PM","Shannon House 111","Research Methods and Data Analysis I","",Open,15,18,0
11358,PSYC,3005,106,Laboratory,"0","Jane Tucker","Mo 5:00PM - 6:50PM","Shannon House 111","Research Methods and Data Analysis I","",Closed,18,18,0
11357,PSYC,3005,107,Laboratory,"0","Meret Hofer","Tu 9:00AM - 10:50AM","Shannon House 111","Research Methods and Data Analysis I","",Closed,18,18,0
11356,PSYC,3005,108,Laboratory,"0","Meret Hofer","Mo 11:00AM - 12:50PM","Shannon House 111","Research Methods and Data Analysis I","",Closed,18,18,0
11355,PSYC,3005,109,Laboratory,"0","Andrew Graves","Tu 7:00PM - 8:50PM","Shannon House 111","Research Methods and Data Analysis I","",Open,16,18,0
11364,PSYC,3005,110,Laboratory,"0","Jane Tucker","Mo 3:00PM - 4:50PM","Shannon House 111","Research Methods and Data Analysis I","",Closed,18,18,0
11354,PSYC,3005,111,Laboratory,"0","Andrew Graves","Tu 12:00PM - 1:50PM","Shannon House 111","Research Methods and Data Analysis I","",Closed,18,18,0
11365,PSYC,3006,100,Lecture,"4","Karen Schmidt","MoWeFr 9:00AM - 9:50AM","Gilmer Hall 190","Research Methods and Data Analysis II","",Open,140,150,0
11366,PSYC,3006,101,Laboratory,"0","Hyeonjin Bak","We 10:00AM - 12:00PM","Shannon House 111","Research Methods and Data Analysis II","",Open,24,25,0
11367,PSYC,3006,102,Laboratory,"0","Evan Giangrande","We 12:00PM - 2:00PM","Shannon House 111","Research Methods and Data Analysis II","",Open,22,25,0
11368,PSYC,3006,103,Laboratory,"0","Gustav Sjobeck","We 2:00PM - 4:00PM","Shannon House 111","Research Methods and Data Analysis II","",Open,24,25,0
11369,PSYC,3006,104,Laboratory,"0","Marissa Drell","Th 10:00AM - 12:00PM","Shannon House 111","Research Methods and Data Analysis II","",Open,23,25,0
11370,PSYC,3006,105,Laboratory,"0","Matthew Domiteaux","Th 12:00PM - 2:00PM","Shannon House 111","Research Methods and Data Analysis II","",Open,24,25,0
11371,PSYC,3006,106,Laboratory,"0","Sara Medina-DeVilliers","Th 2:00PM - 4:00PM","Shannon House 111","Research Methods and Data Analysis II","",Open,23,25,0
15163,PSYC,3210,001,Laboratory,"3","Xiaorong Liu","Th 3:30PM - 6:00PM","Gilmer Hall 177","Psychobiology Laboratory","",Closed,13,12,0
14490,PSYC,3410,001,Lecture,"3","Robert Emery","TuTh 2:00PM - 3:15PM","Gilmer Hall 130","Abnormal Psychology","",Open,347,354,0
13935,PSYC,3435,001,Lecture,"3","Daniel Willingham","TuTh 2:00PM - 3:15PM","Gilmer Hall 141","Educational Psychology","",Open,24,50,0
19860,PSYC,3495,001,Seminar,"3","Vikram Jaswal","TuTh 9:30AM - 10:45AM","The Rotunda Room 152","The Science & Lived Experience of Autism II","",Closed,10,10,0
19861,PSYC,3559,001,Lecture,"3","Edward Diener","TuTh 3:30PM - 4:45PM","Gilmer Hall 190","New Course in Psychology","The Science of Well-Being",Open,132,150,0
19862,PSYC,3559,002,Lecture,"3","Lucas Matthews","MoWe 2:00PM - 3:15PM","Gilmer Hall 166","New Course in Psychology","Philosophy & Behavior Genetics",Open,17,40,0
19863,PSYC,3559,003,Lecture,"3","Lanice Avery","TuTh 2:00PM - 3:15PM","Gilmer Hall 190","New Course in Psychology","Psyc of Women and Gender",Open,66,75,0
20848,PSYC,3559,004,Lecture,"3","Wendy Hasenkamp","TuTh 3:30PM - 4:45PM","Minor Hall 130","New Course in Psychology","Meditation, Brain and Body",Closed,20,20,0
11374,PSYC,3590,001,Independent Study,"2 - 3","Joseph Allen","TBA","TBA","Research in Psychology","",Open,13,30,0
11631,PSYC,3590,002,Independent Study,"2 - 3","Steven Boker","TBA","TBA","Research in Psychology","",Open,5,30,0
11632,PSYC,3590,004,Independent Study,"2 - 3","Peter Brunjes","TBA","TBA","Research in Psychology","",Open,0,30,0
11633,PSYC,3590,005,Independent Study,"2 - 3","Gerald Clore","TBA","TBA","Research in Psychology","",Open,5,30,0
11634,PSYC,3590,006,Independent Study,"2 - 3","James Coan","TBA","TBA","Research in Psychology","",Open,4,30,0
11635,PSYC,3590,007,Independent Study,"2 - 3","Benjamin Converse","TBA","TBA","Research in Psychology","",Open,8,30,0
11636,PSYC,3590,009,Independent Study,"2 - 3","Chad Dodson","TBA","TBA","Research in Psychology","",Open,15,30,0
11637,PSYC,3590,010,Independent Study,"2 - 3","Robert Emery","TBA","TBA","Research in Psychology","",Open,0,30,0
11638,PSYC,3590,011,Independent Study,"2 - 3","Alev Erisir","TBA","TBA","Research in Psychology","",Open,1,30,0
11639,PSYC,3590,014,Independent Study,"2 - 3","David Hill","TBA","TBA","Research in Psychology","",Open,0,30,0
11640,PSYC,3590,015,Independent Study,"2 - 3","Vikram Jaswal","TBA","TBA","Research in Psychology","",Open,7,30,0
11641,PSYC,3590,019,Independent Study,"2 - 3","Angeline Lillard","TBA","TBA","Research in Psychology","",Open,6,30,0
11642,PSYC,3590,020,Independent Study,"2 - 3","Patricia Llewellyn","TBA","TBA","Research in Psychology","",Open,0,30,0
11643,PSYC,3590,022,Independent Study,"2 - 3","James Morris","TBA","TBA","Research in Psychology","",Open,7,30,0
11644,PSYC,3590,024,Independent Study,"2 - 3","Brian Nosek","TBA","TBA","Research in Psychology","",Open,2,30,0
11645,PSYC,3590,025,Independent Study,"2 - 3","Shigehiro Oishi","TBA","TBA","Research in Psychology","",Open,9,30,0
11646,PSYC,3590,026,Independent Study,"2 - 3","Charlotte Patterson","TBA","TBA","Research in Psychology","",Open,4,30,0
11647,PSYC,3590,027,Independent Study,"2 - 3","Robert Pianta","TBA","TBA","Research in Psychology","",Open,1,30,0
11648,PSYC,3590,028,Independent Study,"2 - 3","Dennis Proffitt","TBA","TBA","Research in Psychology","",Open,10,30,0
11650,PSYC,3590,030,Independent Study,"2 - 3","Timothy Salthouse","TBA","TBA","Research in Psychology","",Open,0,30,0
11651,PSYC,3590,031,Independent Study,"2 - 3","Karen Schmidt","TBA","TBA","Research in Psychology","",Open,4,30,0
11652,PSYC,3590,034,Independent Study,"2 - 3","Bethany Teachman","TBA","TBA","Research in Psychology","",Open,14,30,0
11653,PSYC,3590,036,Independent Study,"2 - 3","Sophie Trawalter","TBA","TBA","Research in Psychology","",Open,6,30,0
11654,PSYC,3590,037,Independent Study,"2 - 3","Eric Turkheimer","TBA","TBA","Research in Psychology","",Open,2,30,0
11655,PSYC,3590,039,Independent Study,"2 - 3","Cedric Williams","TBA","TBA","Research in Psychology","",Open,11,30,0
11656,PSYC,3590,040,Independent Study,"2 - 3","Daniel Willingham","TBA","TBA","Research in Psychology","",Open,0,30,0
13015,PSYC,3590,041,Independent Study,"2 - 3","Melvin Wilson","TBA","TBA","Research in Psychology","",Open,3,30,0
13016,PSYC,3590,042,Independent Study,"2 - 3","Timothy Wilson","TBA","TBA","Research in Psychology","",Open,14,30,0
13220,PSYC,3590,044,Independent Study,"2 - 3","Beverly Adams","TBA","TBA","Research in Psychology","",Open,1,30,0
13458,PSYC,3590,045,Independent Study,"2 - 3","Noelle Hurd","TBA","TBA","Research in Psychology","",Open,10,30,0
13954,PSYC,3590,046,Independent Study,"2 - 3","Jessica Connelly","TBA","TBA","Research in Psychology","",Open,1,30,0
13955,PSYC,3590,047,Independent Study,"2 - 3","Tobias Grossmann","TBA","TBA","Research in Psychology","",Open,11,30,0
13956,PSYC,3590,048,Independent Study,"2 - 3","Xin Tong","TBA","TBA","Research in Psychology","",Open,0,30,0
13957,PSYC,3590,049,Independent Study,"2 - 3","Amrisha Vaish","TBA","TBA","Research in Psychology","",Open,11,30,0
14186,PSYC,3590,051,Independent Study,"2 - 3","Frederick Smyth","TBA","TBA","Research in Psychology","",Open,36,40,0
14274,PSYC,3590,052,Independent Study,"2 - 3","Chad Meliza","TBA","TBA","Research in Psychology","",Open,0,30,0
14826,PSYC,3590,053,Independent Study,"2 - 3","Edward Diener","TBA","TBA","Research in Psychology","",Open,1,30,0
19864,PSYC,3590,054,Independent Study,"2 - 3","Hudson Golino","TBA","TBA","Research in Psychology","",Open,0,30,0
19865,PSYC,3590,055,Independent Study,"2 - 3","Per Sederberg","TBA","TBA","Research in Psychology","",Open,3,30,0
20616,PSYC,3590,056,Independent Study,"2 - 3","Jianhua Cang","TBA","TBA","Research in Psychology","",Open,0,30,0
20809,PSYC,3590,057,Independent Study,"2 - 3","Xiaorong Liu","TBA","TBA","Research in Psychology","",Open,0,30,0
20810,PSYC,3590,058,Independent Study,"2 - 3","Lanice Avery","TBA","TBA","Research in Psychology","",Open,0,30,0
11372,PSYC,3870,001,Lecture,"1","Gerald Clore","We 12:00PM - 1:00PM","Gilmer Hall 225","Seminar for Distinguished Majors","",Open,8,25,0
11373,PSYC,3870,002,Lecture,"1","Gerald Clore","We 1:00PM - 2:00PM","Gilmer Hall 225","Seminar for Distinguished Majors","",Open,10,25,0
11375,PSYC,4110,001,Lecture,"3","Filip Loncke","Mo 3:30PM - 6:00PM","Gilmer Hall B001","Psycholinguistics","",Closed,25,15,0
14104,PSYC,4112,001,Seminar,"3","Shilpa Hanumantha","TuTh 9:30AM - 10:45AM","Nau Hall 241","Psychology and Deaf People","",Closed,9,8,0
11376,PSYC,4120,001,Lecture,"3","Beverly Adams","We 3:30PM - 6:00PM","Gilmer Hall 225","Psychology of Reading","",Closed,21,15,0
19866,PSYC,4559,001,Lecture,"3","Hudson Golino","Th 3:30PM - 6:00PM","Gilmer Hall 225","New Course in Psychology","Construction and Validation",Closed,18,15,0
19867,PSYC,4559,002,Lecture,"3","Jessica Kansky","TuTh 9:30AM - 10:45AM","Gilmer Hall B001","New Course in Psychology","Romantic Relations Across Life",Closed,20,18,0
19868,PSYC,4559,003,Lecture,"3","Gary Melton","Mo 3:30PM - 6:00PM","Gilmer Hall 240","New Course in Psychology","Children's Law",Closed,22,18,0
22406,PSYC,4580,001,Independent Study,"2 - 3","Frederick Smyth","TBA","TBA","Directed Readings in Psychology","",Open,1,30,0
22417,PSYC,4580,002,Independent Study,"2 - 3","William Levy","TBA","TBA","Directed Readings in Psychology","",Open,2,30,0
21385,PSYC,4682,001,Seminar,"3","Alexander Daros","Th 3:30PM - 6:00PM","Olsson Hall 104","Mobile Technology in Mental Health Research","",Closed,11,10,0
11379,PSYC,4920,100,Seminar,"4","J. Seder,Kimberly Link","TBA","TBA","Undergraduate Internship Programs Seminar","",Open,0,30,0
13075,PSYC,4920,102,Laboratory,"0","Staff","TBA","TBA","Undergraduate Internship Programs Seminar","",Open,0,30,0
11377,PSYC,4920,200,Seminar,"4","J. Seder,Kimberly Link","We 3:30PM - 5:20PM","Ruffner Hall 139","Undergraduate Internship Programs Seminar","",Open,11,18,0
13076,PSYC,4920,202,Laboratory,"0","Staff","TBA","TBA","Undergraduate Internship Programs Seminar","",Open,11,30,0
11378,PSYC,4920,300,Seminar,"4","J. Seder,Kimberly Link","Fr 8:00AM - 9:50AM","Gilmer Hall 225","Undergraduate Internship Programs Seminar","",Open,15,17,0
13077,PSYC,4920,302,Laboratory,"0","Staff","TBA","TBA","Undergraduate Internship Programs Seminar","",Open,15,30,0
12104,PSYC,4920,400,Seminar,"4","J. Seder,Kimberly Link","Mo 3:30PM - 5:20PM","Gilmer Hall 166","Undergraduate Internship Programs Seminar","",Open,12,18,0
13078,PSYC,4920,402,Laboratory,"0","Staff","TBA","TBA","Undergraduate Internship Programs Seminar","",Open,12,30,0
11380,PSYC,4940,001,Independent Study,"2","J. Seder,Kimberly Link","TBA","TBA","Undergraduate Internship Program Supplement","",Open,0,25,0
15475,PSYC,4970,001,Independent Study,"0","Angeline Lillard","TBA","TBA","Distinguished Major Thesis","",Open,0,1,0
15787,PSYC,4970,002,Independent Study,"0","Brian Nosek","TBA","TBA","Distinguished Major Thesis","",Open,1,10,0
15788,PSYC,4970,003,Independent Study,"0","Timothy Wilson","TBA","TBA","Distinguished Major Thesis","",Open,0,10,0
15789,PSYC,4970,004,Independent Study,"0","Shigehiro Oishi","TBA","TBA","Distinguished Major Thesis","",Open,0,10,0
15790,PSYC,4970,005,Independent Study,"0","Noelle Hurd","TBA","TBA","Distinguished Major Thesis","",Open,0,10,0
15791,PSYC,4970,006,Independent Study,"0","James Morris","TBA","TBA","Distinguished Major Thesis","",Open,0,10,0
15792,PSYC,4970,007,Independent Study,"0","Joseph Allen","TBA","TBA","Distinguished Major Thesis","",Open,1,10,0
